image_path,mask_path
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0302068_173.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0302068_173.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303053_101.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303053_101.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303054_104.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303054_104.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303068_144.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303068_144.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303068_145.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303068_145.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303070_151.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303070_151.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303078_176.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303078_176.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303107_52.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303107_52.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303110_62.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303110_62.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0304016_112.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0304016_112.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0304016_113.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0304016_113.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0304019_121.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0304019_121.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0304019_122.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0304019_122.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501026_100.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501026_100.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0301003_7.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0301003_7.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0301003_8.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0301003_8.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0301003_9.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0301003_9.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0301009_27.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0301009_27.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0301032_98.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0301032_98.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0301032_99.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0301032_99.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0301075_19.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0301075_19.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0301075_20.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0301075_20.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0301079_32.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0301079_32.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0301083_44.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0301083_44.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0301083_45.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0301083_45.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0301108_119.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0301108_119.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0302021_31.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0302021_31.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0302041_92.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0302041_92.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0302041_93.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0302041_93.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0302078_203.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0302078_203.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0302078_204.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0302078_204.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0302079_206.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0302079_206.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0302079_207.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0302079_207.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303021_1.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303021_1.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303021_2.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303021_2.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303023_8.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303023_8.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303027_19.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303027_19.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303027_20.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303027_20.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303030_28.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303030_28.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303030_29.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303030_29.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303041_63.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303041_63.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303041_64.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303041_64.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303054_103.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303054_103.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303061_124.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303061_124.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303061_125.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303061_125.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303080_181.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303080_181.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303080_182.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303080_182.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303080_183.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303080_183.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303081_185.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303081_185.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303081_186.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303081_186.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303091_4.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303091_4.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303091_5.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303091_5.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303092_7.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303092_7.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303092_8.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303092_8.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303095_16.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303095_16.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303095_17.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303095_17.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303100_31.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303100_31.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303100_32.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303100_32.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303102_37.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303102_37.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303102_38.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303102_38.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303107_53.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303107_53.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0303107_54.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0303107_54.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0304002_68.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0304002_68.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0304002_69.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0304002_69.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0304002_70.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0304002_70.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0304023_134.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0304023_134.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0304023_135.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0304023_135.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501006_38.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501006_38.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501006_39.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501006_39.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501021_84.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501021_84.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501021_85.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501021_85.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501026_101.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501026_101.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501026_99.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501026_99.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501037_135.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501037_135.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501037_136.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501037_136.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501037_137.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501037_137.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501081_69.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501081_69.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501081_70.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501081_70.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501082_72.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501082_72.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501082_73.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501082_73.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501082_74.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501082_74.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501099_37.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501099_37.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0501099_38.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0501099_38.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0502007_20.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0502007_20.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0502007_21.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0502007_21.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0502045_136.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0502045_136.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0502045_137.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0502045_137.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0502054_163.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0502054_163.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0502054_164.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0502054_164.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0502055_166.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0502055_166.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0502055_167.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0502055_167.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0502057_172.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0502057_172.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0502057_173.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0502057_173.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0502104_101.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0502104_101.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0502104_102.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0502104_102.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0503001_43.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0503001_43.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0503001_44.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0503001_44.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0503014_83.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0503014_83.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0503014_84.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0503014_84.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0503022_107.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0503022_107.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0503023_111.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0503023_111.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0503023_112.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0503023_112.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0503028_126.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0503028_126.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0503028_127.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0503028_127.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0107014_318.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0107014_318.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0107015_320.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0107015_320.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0107015_321.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0107015_321.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0107030_357.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0107030_357.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0107047_398.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0107047_398.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0107047_399.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0107047_399.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0107059_426.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0107059_426.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0107059_427.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0107059_427.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0107080_477.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0107080_477.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0107080_478.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0107080_478.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0107084_491.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0107084_491.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0107091_511.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0107091_511.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0107091_512.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0107091_512.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0107108_566.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0107108_566.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0107108_567.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0107108_567.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0107108_568.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0107108_568.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0108014_143.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0108014_143.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0108014_144.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0108014_144.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0108027_175.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0108027_175.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0108027_176.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0108027_176.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0108029_181.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0108029_181.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0108033_191.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0108033_191.png
/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Images/0108033_192.png,/home/Trachoma/annotated_data/FollicleDetection/SAMFollicleMasks/manual_check/Mask/0108033_192.png
