,image,True CLass,Predicted Class
369,060333006834_111519_044232_R.jpg,0,0
370,image423.jpg,0,0
371,060333002409_111219_015018_L.jpg,0,1
372,060333006483_111519_114132_R.jpg,0,0
373,image1185.jpg,0,1
374,060333007534_112219_101104_L.jpg,0,0
375,image1284.jpg,0,1
376,060333000733_111319_031833_L.jpg,0,0
377,060333003697_111819_032604_L.jpg,0,0
378,060333004946_111219_105511_L.jpg,0,0
379,060333003673_111819_024655_R.jpg,0,0
380,060333010503_111919_114901_L.jpg,0,0
381,image461.jpg,0,0
382,060333003444_111819_094749_R.jpg,0,0
383,image867.jpg,0,0
384,060333013399_111919_035842_L.jpg,0,0
385,image728.jpg,0,0
386,060333012484_111819_090838_L.jpg,0,0
387,060333002119_111719_105015_L.jpg,0,0
388,060333003482_111819_103347_R.jpg,0,0
389,image1243.jpg,0,0
390,060333014167_010118_101300_L.jpg,0,0
391,image567.jpg,0,1
392,060333005448_111319_101521_L.jpg,0,0
393,060333002355_111219_105547_L.jpg,0,0
394,060333013504_123117_072504_L.jpg,0,0
395,060333007398_111719_123412_L.jpg,0,0
396,060333002850_111419_093435_L.jpg,0,0
397,060333006582_111519_010322_R.jpg,0,1
398,image865.jpg,0,0
399,060333003277_111519_023604_R.jpg,0,0
400,060333005370_111219_061315_L.jpg,0,0
401,image230.jpg,0,1
402,image1242.jpg,0,0
403,060333014440_010218_015244_R.jpg,0,0
404,image459.jpg,0,1
405,image1654.jpg,0,0
406,060333002423_111219_032138_L.jpg,0,0
407,060333003567_111819_125646_L.jpg,0,0
408,060333012811_111819_032840_R.jpg,0,0
409,060333006179_111419_025216_L.jpg,0,0
410,060333005431_111319_093701_L.jpg,0,0
411,image21.jpg,0,0
412,image1465.jpg,0,0
413,060333006919_111519_053607_R.jpg,0,0
414,060333013368_111919_034522_R.jpg,0,0
415,060333004472_112119_112425_R.jpg,0,0
416,060333001914_111519_035307_L.jpg,0,0
417,060333005691_111319_023103_L.jpg,0,0
418,060333003123_111519_095754_L.jpg,0,0
419,image66.jpg,0,0
420,060333014334_010218_123752_R.jpg,0,0
421,image815.jpg,0,0
422,image1199.jpg,0,1
423,060333014327_010218_123634_L.jpg,0,0
424,image996.jpg,0,0
425,060333005738_111319_025713_R.jpg,0,0
426,060333006254_111419_043010_R.jpg,0,0
427,060333005516_111319_112021_R.jpg,0,0
428,image1021.jpg,0,0
429,image1552.jpg,0,1
430,image494.jpg,0,0
431,image619.jpg,0,0
432,060333013085_111919_094829_R.jpg,0,1
433,060333014266_010218_120519_L.jpg,0,0
434,060333011272_112219_084232_L.jpg,0,0
435,060333012712_111819_125640_R.jpg,0,0
436,060333002690_111319_095509_R.jpg,0,0
437,image471.jpg,0,0
438,060333013832_123117_114217_R.jpg,0,0
439,image1612.jpg,0,1
440,060333013771_123117_103547_R.jpg,0,0
441,060333000290_111219_050607_R.jpg,0,0
442,060333013542_123117_075138_R.jpg,0,0
443,060333013870_123117_115603_R.jpg,0,0
444,image145.jpg,0,0
445,060333007947_112219_040216_L.jpg,0,0
446,image1373.jpg,0,0
447,image903.jpg,0,0
448,060333013030_111919_082534_R.jpg,0,0
449,060333005165_111219_024746_L.jpg,0,0
450,060333004779_112219_090637_R.jpg,0,0
451,060333002645_111319_092022_L.jpg,0,0
452,060333004564_112119_022538_L.jpg,0,0
453,060333003840_111819_052835_R.jpg,0,0
454,image1389.jpg,0,0
455,060333004601_112119_031404_R.jpg,0,0
456,060333013467_111919_052815_L.jpg,0,0
457,image1321.jpg,0,0
458,image1476.jpg,0,1
459,060333012996_111819_051204_R.jpg,0,0
460,image59.jpg,0,0
461,060333007657_112219_124508_L.jpg,0,0
462,image1474.jpg,0,0
463,image1008.jpg,0,1
464,image823.jpg,0,1
465,image274.jpg,0,0
466,image161.jpg,0,0
467,060333005394_111319_090755_L.jpg,0,0
468,060333003079_111419_040711_L.jpg,0,0
469,060333007329_111719_125522_R.jpg,0,0
470,060333006872_111519_045632_L.jpg,0,0
471,060333001204_111419_011849_L.jpg,0,0
472,060333000733_111319_031702_R.jpg,0,1
473,image4.jpg,0,1
474,060333013801_123117_110118_L.jpg,0,0
475,060333003260_111519_031654_R.jpg,0,0
476,060333005547_111319_114402_L.jpg,0,0
477,060333013375_111919_034721_R.jpg,0,0
478,image1466.jpg,0,0
479,060333005257_111219_040231_R.jpg,0,0
480,060333003574_111819_125811_R.jpg,0,0
481,image340.jpg,0,0
482,060333014211_010118_114231_R.jpg,0,0
483,image1299.jpg,0,0
484,060333006162_111419_025056_L.jpg,0,0
485,060333011401_112219_105545_R.jpg,0,0
486,060333002683_111319_094706_R.jpg,0,0
487,image1577.jpg,0,1
488,060333000283_111219_044705_R.jpg,0,0
489,image382.jpg,0,0
490,060333007312_111719_125409_L.jpg,0,0
491,image872.jpg,0,0
492,060333002058_111719_093819_L.jpg,0,0
493,image950.jpg,0,1
